# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "reference/Saccharomyces_cerevisiae.R64-1-1.61.gtf" "-o" "feature-count/counts.txt" "-t" "exon" "-g" "gene_id" "mapped/batch1_chrI.sam" "mapped/batch2_chrI.sam" "mapped/batch3_chrI.sam" "mapped/chem1_chrI.sam" "mapped/chem2_chrI.sam" "mapped/chem3_chrI.sam" "-p" 
Geneid	Chr	Start	End	Strand	Length	mapped/batch1_chrI.sam	mapped/batch2_chrI.sam	mapped/batch3_chrI.sam	mapped/chem1_chrI.sam	mapped/chem2_chrI.sam	mapped/chem3_chrI.sam
YHR119W	VIII	346043	349285	+	3243	0	0	0	0	0	0
YHR033W	VIII	175548	176819	+	1272	0	0	0	0	0	0
YHR024C	VIII	157744	159192	-	1449	0	0	0	0	0	0
YHL043W	VIII	14901	15413	+	513	0	0	0	0	0	0
YHL039W	VIII	21783	23540	+	1758	0	0	0	0	0	0
YHR059W	VIII	220108	220500	+	393	0	0	0	0	0	0
YHL048C-A	VIII	5663	5797	-	135	0	0	0	0	0	0
YHR026W	VIII	160844	161485	+	642	0	0	0	0	0	0
YHR160C	VIII	419221	420072	-	852	0	0	0	0	0	0
YHR085W	VIII	276764	277768	+	1005	0	0	0	0	0	0
YHR113W	VIII	336337	337809	+	1473	0	0	0	0	0	0
YHR175W	VIII	452872	453441	+	570	0	0	0	0	0	0
YHR148W	VIII	393534	394085	+	552	0	0	0	0	0	0
YHR208W	VIII	517532	518713	+	1182	0	0	0	0	0	0
YHR001W	VIII	106055	107368	+	1314	0	0	0	0	0	0
YHR131C	VIII	365340	367892	-	2553	0	0	0	0	0	0
YHR049C-A	VIII	207234	207530	-	297	0	0	0	0	0	0
YHR086W-A	VIII	280231	280392	+	162	0	0	0	0	0	0
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	0	0	0	0	0	0
YHR170W	VIII	443828	445384	+	1557	0	0	0	0	0	0
YHL021C	VIII	64462	65859	-	1398	0	0	0	0	0	0
YHR078W	VIII	256360	258018	+	1659	0	0	0	0	0	0
YHR007C-A	VIII	122550	122765	-	216	0	0	0	0	0	0
YHL044W	VIII	13565	14272	+	708	0	0	0	0	0	0
YHR214W-A	VIII	543008	543493	+	486	0	0	0	0	0	2
YHR161C	VIII	420373	422286	-	1914	0	0	0	0	0	0
YHR074W	VIII	246193	248337	+	2145	0	0	0	0	0	0
YHR164C	VIII	424610	429178	-	4569	0	0	0	0	0	0
YHL006W-A	VIII	97732	98085	+	354	0	0	0	0	0	0
YHR204W	VIII	506319	508709	+	2391	0	0	0	0	0	0
YHL002C-A	VIII	102587	103075	-	489	0	0	0	0	0	0
YHL030W-A	VIII	39074	39535	+	462	0	0	0	0	0	0
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	0	0	0	0	0	0
YHR163W	VIII	423724	424473	+	750	0	0	0	0	0	0
YHL046C	VIII	11923	12285	-	363	0	0	0	0	0	0
YHR056W-A	VIII	217406	217840	+	435	0	0	0	0	0	0
YHL004W	VIII	99219	100403	+	1185	0	0	0	0	0	0
YHL009C	VIII	84068	85060	-	993	0	0	0	0	0	0
YHR138C	VIII	377355	377699	-	345	0	0	0	0	0	0
YHR166C	VIII	437170	439050	-	1881	0	0	0	0	0	0
YHR151C	VIII	399268	400848	-	1581	0	0	0	0	0	0
YHL014C	VIII	76097	77314	-	1218	0	0	0	0	0	0
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	0	0	0	0	0	0
YHR198C	VIII	496315	497280	-	966	0	0	0	0	0	0
YHL034C	VIII	33193	34077	-	885	0	0	0	0	0	0
YHR124W	VIII	356561	358444	+	1884	0	0	0	0	0	0
YHR011W	VIII	127780	129120	+	1341	0	0	0	0	0	0
YHR096C	VIII	294669	296447	-	1779	0	0	0	0	0	0
YHR185C	VIII	474627	475340	-	714	0	0	0	0	0	0
YHR190W	VIII	484845	486179	+	1335	0	0	0	0	0	0
YHR075C	VIII	248439	249641	-	1203	0	0	0	0	0	0
YHR117W	VIII	342349	344268	+	1920	0	0	0	0	0	0
YHR109W	VIII	330310	332067	+	1758	0	0	0	0	0	0
YHR207C	VIII	514905	516485	-	1581	0	0	0	0	0	0
YHR132W-A	VIII	370054	370449	+	396	0	0	0	0	0	0
YHR015W	VIII	134554	136533	+	1980	0	0	0	0	0	0
YHL015W	VIII	75412	75777	+	366	0	0	0	0	0	0
YHR090C	VIII	283777	284625	-	849	0	0	0	0	0	0
YHR189W	VIII	484028	484600	+	573	0	0	0	0	0	0
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	0	0	0	0	0	0
YHR070C-A	VIII	236102	236512	-	411	0	0	0	0	0	0
YHR108W	VIII	328303	330060	+	1758	0	0	0	0	0	0
YHR006W	VIII	117814	119439	+	1626	0	0	0	0	0	0
YHR147C	VIII	392639	393283	-	645	0	0	0	0	0	0
YHR180W-A	VIII	466932	467114	+	183	0	0	0	0	0	0
YHR092C	VIII	287081	288811	-	1731	0	0	0	0	0	0
YHR080C	VIII	262801	266838	-	4038	0	0	0	0	0	0
YHL045W	VIII	12502	12849	+	348	0	0	0	0	0	0
YHR022C	VIII	149575	150345	-	771	0	0	0	0	0	0
YHL027W	VIII	51111	52988	+	1878	0	0	0	0	0	0
YHL003C	VIII	100648	101883	-	1236	0	0	0	0	0	0
YHR070W	VIII	234881	236380	+	1500	0	0	0	0	0	0
YHR150W	VIII	397251	398990	+	1740	0	0	0	0	0	0
YHR133C	VIII	370722	371597	-	876	0	0	0	0	0	0
YHR215W	VIII	552099	553502	+	1404	2	8	2	0	2	2
YHL020C	VIII	66242	67456	-	1215	0	0	0	0	0	0
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	0	0	0	0	0	0
YHR046C	VIII	197398	198285	-	888	0	0	0	0	0	0
YHR095W	VIII	292943	293437	+	495	0	0	0	0	0	0
YHR182W	VIII	468219	470576	+	2358	0	0	0	0	0	0
YHR098C	VIII	299145	301934	-	2790	0	0	0	0	0	0
YHR145C	VIII	388981	389337	-	357	0	0	0	0	0	0
YHR120W	VIII	349574	352453	+	2880	0	0	0	0	0	0
YHL030W	VIII	40084	45690	+	5607	0	0	0	0	0	0
tV(CAC)H	VIII	475706	475778	-	73	0	0	0	0	0	0
YHR051W	VIII	209705	210151	+	447	0	0	0	0	0	0
YHR130C	VIII	364965	365300	-	336	0	0	0	0	0	0
YHR149C	VIII	394455	396659	-	2205	0	0	0	0	0	0
YHR127W	VIII	360913	361644	+	732	0	0	0	0	0	0
YHR194W	VIII	488657	490396	+	1740	0	0	0	0	0	0
YHR213W-A	VIII	540549	540782	+	234	0	0	0	0	0	0
YHR032C-A	VIII	175275	175394	-	120	0	0	0	0	0	0
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	0	0	0	0	0	0
YHR168W	VIII	440377	441933	+	1557	0	0	0	0	0	0
YHR167W	VIII	439342	440127	+	786	0	0	0	0	0	0
YHR050W	VIII	207654	209303	+	1650	0	0	0	0	0	0
YHR112C	VIII	334527	335663	-	1137	0	0	0	0	0	0
YHR027C	VIII	161730	164711	-	2982	0	0	0	0	0	0
YHR214C-E	VIII	551200	551499	-	300	0	0	0	2	0	0
YHR214W	VIII	541651	542262	+	612	0	0	0	0	0	0
YHR188C	VIII	482005	483837	-	1833	0	0	0	0	0	0
YHL023C	VIII	59123	62563	-	3441	0	0	0	0	0	0
YHR099W	VIII	302761	313995	+	11235	0	0	0	0	0	0
YHR196W	VIII	491931	493658	+	1728	0	0	0	0	0	0
YHR177W	VIII	456591	457952	+	1362	0	0	0	0	0	0
YHR174W	VIII	451327	452640	+	1314	0	0	0	0	0	0
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	0	0	0	0	0	0
YHR034C	VIII	176965	177999	-	1035	0	0	0	0	0	0
YHR179W	VIII	462502	463704	+	1203	0	0	0	0	0	0
YHR014W	VIII	132047	132922	+	876	0	0	0	0	0	0
YHR171W	VIII	445713	447605	+	1893	0	0	0	0	0	0
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	0	0	0	0	0	0
YHR121W	VIII	352756	353319	+	564	0	0	0	0	0	0
YHR116W	VIII	341665	342120	+	456	0	0	0	0	0	0
YHR087W	VIII	280820	281155	+	336	0	0	0	0	0	0
YHR176W	VIII	454229	455527	+	1299	0	0	0	0	0	0
YHR173C	VIII	450815	451153	-	339	0	0	0	0	0	0
YHL010C	VIII	81964	83721	-	1758	0	0	0	0	0	0
YHR102W	VIII	316572	319814	+	3243	0	0	0	0	0	0
YHR063C	VIII	224030	225169	-	1140	0	0	0	0	0	0
YHR050W-A	VIII	209475	209645	+	171	0	0	0	0	0	0
YHR137C-A	VIII	375738	376388	-	651	0	0	0	0	0	0
YHL017W	VIII	70276	71874	+	1599	0	0	0	0	0	0
YHL035C	VIII	27978	32756	-	4779	0	0	0	0	0	0
YHR043C	VIII	192805	193545	-	741	0	0	0	0	0	0
YHR115C	VIII	340109	341359	-	1251	0	0	0	0	0	0
YHL007C	VIII	95118	97937	-	2820	0	0	0	0	0	0
YHR018C	VIII	140011	141402	-	1392	0	0	0	0	0	0
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	0	0	0	0	0	0
YHL019C	VIII	67731	69548	-	1818	0	0	0	0	0	0
YHR061C	VIII	221534	222478	-	945	0	0	0	0	0	0
tV(AAC)H	VIII	85298	85371	-	74	0	0	0	0	0	0
snR32	VIII	381540	381727	+	188	0	0	0	0	0	0
YHR068W	VIII	232133	233296	+	1164	0	0	0	0	0	0
YHR218W-A	VIII	559932	560249	+	318	0	0	0	0	0	0
YHR037W	VIII	181977	183704	+	1728	0	0	0	0	0	0
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	0	0	0	0	0	0
YHR144C	VIII	387788	388726	-	939	0	0	0	0	0	0
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	0	0	0	0	0	0
YHR156C	VIII	411384	412406	-	1023	0	0	0	0	0	0
YHR217C	VIII	556581	557042	-	462	0	0	0	0	0	0
YHR036W	VIII	180345	181760	+	1416	0	0	0	0	0	0
YHR091C	VIII	284839	286770	-	1932	0	0	0	0	0	0
YHR052W	VIII	210848	211978	+	1131	0	0	0	0	0	0
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	0	0	0	0	0	0
YHR009C	VIII	124109	125680	-	1572	0	0	0	0	0	0
YHL018W	VIII	69708	70070	+	363	0	0	0	0	0	0
YHL012W	VIII	78936	80417	+	1482	0	0	0	0	0	0
YHR211W	VIII	525392	528619	+	3228	1	2	1	1	2	2
YHR155W	VIII	407103	410789	+	3687	0	0	0	0	0	0
RUF5-1	VIII	212409	213118	+	710	0	0	0	0	0	0
YHR139C	VIII	378219	379199	-	981	0	0	0	0	0	0
YHR032W-A	VIII	175195	175374	+	180	0	0	0	0	0	0
tA(AGC)H	VIII	146242	146314	-	73	0	0	0	0	0	0
YHR210C	VIII	520712	521737	-	1026	0	0	0	0	0	0
YHR072W-A	VIII	241664	241840	+	177	0	0	0	0	0	0
YHR140W	VIII	380572	381291	+	720	0	0	0	0	0	0
YHR044C	VIII	194068	194808	-	741	0	0	0	0	0	0
YHL016C	VIII	72037	74244	-	2208	0	0	0	0	0	0
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	0	0	0	0	0	0
YHR202W	VIII	502388	504196	+	1809	0	0	0	0	0	0
YHR019C	VIII	141894	143558	-	1665	0	0	0	0	0	0
YHL034W-A	VIII	33176	33637	+	462	0	0	0	0	0	0
YHR213W-B	VIII	540800	541099	+	300	0	0	0	0	0	0
YHR104W	VIII	323409	324392	+	984	0	0	0	0	0	0
YHR083W	VIII	272627	273616	+	990	0	0	0	0	0	0
YHR165W-A	VIII	436647	436958	+	312	0	0	0	0	0	0
YHL022C	VIII	62961	64157	-	1197	0	0	0	0	0	0
YHR032W	VIII	173344	175089	+	1746	0	0	0	0	0	0
YHR008C	VIII	122889	123590	-	702	0	0	0	0	0	0
YHL038C	VIII	23617	25509	-	1893	0	0	0	0	0	0
YHR071C-A	VIII	238910	239230	-	321	0	0	0	0	0	0
YHR081W	VIII	267538	268092	+	555	0	0	0	0	0	0
YHL050W-A	VIII	811	1293	+	483	0	0	0	0	0	0
YHL028W	VIII	48763	50580	+	1818	0	0	0	0	0	0
YHR073C-B	VIII	245422	245502	-	81	0	0	0	0	0	0
YHL033C	VIII	35255	36025	-	771	0	0	0	0	0	0
YHR066W	VIII	229335	230696	+	1362	0	0	0	0	0	0
YHR029C	VIII	167677	168561	-	885	0	0	0	0	0	0
YHR178W	VIII	459299	461530	+	2232	0	0	0	0	0	0
YHR063W-A	VIII	225442	225777	+	336	0	0	0	0	0	0
YHR040W	VIII	187924	189024	+	1101	0	0	0	0	0	0
YHR192W	VIII	486826	487662	+	837	0	0	0	0	0	0
YHR017W	VIII	138694	139851	+	1158	0	0	0	0	0	0
YHR004C	VIII	111754	113094	-	1341	0	0	0	0	0	0
YHL040C	VIII	19088	20971	-	1884	0	0	0	0	0	0
YHR191C	VIII	486230	486631	-	402	0	0	0	0	0	0
YHR201C	VIII	499950	501143	-	1194	0	0	0	0	0	0
YHR103W	VIII	320414	322972	+	2559	0	0	0	0	0	0
YHR213W	VIII	539151	539747	+	597	0	0	0	0	0	0
YHR153C	VIII	402086	402682	-	597	0	0	0	0	0	0
YHR082C	VIII	268459	271548	-	3090	0	0	0	0	0	0
YHR069C-A	VIII	234874	235236	-	363	0	0	0	0	0	0
YHR020W	VIII	143996	146062	+	2067	0	0	0	0	0	0
YHR057C	VIII	218226	218843	-	618	0	0	0	0	0	0
YHL024W	VIII	56649	58790	+	2142	0	0	0	0	0	0
YHR128W	VIII	362115	362765	+	651	0	0	0	0	0	0
tQ(UUG)H	VIII	134321	134392	+	72	0	0	0	0	0	0
YHR047C	VIII	198740	201310	-	2571	0	0	0	0	0	0
YHL026C	VIII	53219	54166	-	948	0	0	0	0	0	0
YHR197W	VIII	493896	496187	+	2292	0	0	0	0	0	0
YHR028C	VIII	164978	167434	-	2457	0	0	0	0	0	0
YHR134W	VIII	371749	372558	+	810	0	0	0	0	0	0
YHR122W	VIII	353625	354320	+	696	0	0	0	0	0	0
YHR067W	VIII	230970	231812	+	843	0	0	0	0	0	0
YHL037C	VIII	25778	26179	-	402	0	0	0	0	0	0
YHR013C	VIII	130730	131446	-	717	0	0	0	0	0	0
YHR137W	VIII	375709	377250	+	1542	0	0	0	0	0	0
tT(AGU)H	VIII	116107	116179	-	73	0	0	0	0	0	0
YHR158C	VIII	413685	417179	-	3495	0	0	0	0	0	0
YHR038W	VIII	184066	184758	+	693	0	0	0	0	0	0
YHR042W	VIII	190543	192618	+	2076	0	0	0	0	0	0
YHR028W-A	VIII	167352	167672	+	321	0	0	0	0	0	0
YHL049C	VIII	3726	4541	-	816	0	0	0	0	0	0
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	0	0	0	0	0	0
YHR069C	VIII	233579	234658	-	1080	0	0	0	0	0	0
YHR200W	VIII	499079	499885	+	807	0	0	0	0	0	0
YHR053C	VIII	212535	212720	-	186	0	0	0	0	0	0
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	0	0	0	0	0	0
YHR021W-A	VIII	149225	149680	+	456	0	0	0	0	0	0
YHR114W	VIII	338083	339984	+	1902	0	0	0	0	0	0
YHR039C	VIII	184875	186809	-	1935	0	0	0	0	0	0
YHL019W-A	VIII	67711	68304	+	594	0	0	0	0	0	0
YHR152W	VIII	401434	401955	+	522	0	0	0	0	0	0
YHL046W-A	VIII	9981	10307	+	327	0	0	0	0	0	0
YHL011C	VIII	80654	81616	-	963	0	0	0	0	0	0
YHR129C	VIII	362999	364153	-	1155	0	0	0	0	0	0
YHR199C	VIII	497490	498422	-	933	0	0	0	0	0	0
YHR159W	VIII	417549	419063	+	1515	0	0	0	0	0	0
YHR193C	VIII	487712	488236	-	525	0	0	0	0	0	0
YHR030C	VIII	168890	170344	-	1455	0	0	0	0	0	0
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	0	0	0	0	0	0
YHR162W	VIII	423072	423461	+	390	0	0	0	0	0	0
YHR089C	VIII	282681	283298	-	618	0	0	0	0	0	0
YHL005C	VIII	98828	99220	-	393	0	0	0	0	0	0
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	0	0	0	0	0	0
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	0	0	0	0	0	0
YHR212C	VIII	537759	538094	-	336	0	0	0	0	0	0
YHR005C	VIII	113499	114917	-	1419	0	0	0	0	0	0
YHR187W	VIII	480990	481919	+	930	0	0	0	0	0	0
YHR183W	VIII	470960	472429	+	1470	0	0	0	0	0	0
YHR205W	VIII	509363	511837	+	2475	0	0	0	0	0	0
YHR139C-A	VIII	380108	380419	-	312	0	0	0	0	0	0
YHR111W	VIII	333072	334394	+	1323	0	0	0	0	0	0
YHR049W	VIII	206462	207193	+	732	0	0	0	0	0	0
YHR131W-A	VIII	367747	367992	+	246	0	0	0	0	0	0
YHR072W	VIII	239098	241293	+	2196	0	0	0	0	0	0
YHR209W	VIII	519437	520312	+	876	0	0	0	0	0	0
YHR107C	VIII	326813	328036	-	1224	0	0	0	0	0	0
YHR071W	VIII	237004	237693	+	690	0	0	0	0	0	0
snR71	VIII	411228	411317	+	90	0	0	0	0	0	0
YHR216W	VIII	554396	555967	+	1572	5	4	6	0	0	2
YHL013C	VIII	77430	78353	-	924	0	0	0	0	0	0
YHR060W	VIII	220725	221270	+	546	0	0	0	0	0	0
YHR143W-A	VIII	387233	387445	+	213	0	0	0	0	0	0
YHR142W	VIII	383538	384488	+	951	0	0	0	0	0	0
YHR058C	VIII	218997	219884	-	888	0	0	0	0	0	0
YHL008C	VIII	92627	94510	-	1884	0	0	0	0	0	0
YHR054W-A	VIII	214508	214702	+	195	0	0	0	0	0	0
YHR118C	VIII	344321	345628	-	1308	0	0	0	0	0	0
tT(UGU)H	VIII	466990	467061	+	72	0	0	0	0	0	0
YHL048W	VIII	6401	7546	+	1146	0	0	0	0	0	0
YHR157W	VIII	412907	413455	+	549	0	0	0	0	0	0
YHR110W	VIII	332282	332920	+	639	0	0	0	0	0	0
YHR023W	VIII	151666	157452	+	5787	0	0	0	0	0	0
YHR062C	VIII	222877	223758	-	882	0	0	0	0	0	0
YHR219W	VIII	560173	562047	+	1875	0	0	0	0	0	0
YHR136C	VIII	374654	375100	-	447	0	0	0	0	0	0
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	0	0	0	0	0	0
YHR181W	VIII	467228	467914	+	687	0	0	0	0	0	0
YHR214C-B	VIII	543964	549346	-	5383	0	0	0	0	0	0
YHL009W-B	VIII	85909	91318	+	5410	0	0	0	0	0	0
YHR214C-C	VIII	547910	549346	-	1437	0	0	0	0	0	0
YHL009W-A	VIII	85909	87150	+	1242	0	0	0	0	0	0
YIR015W	IX	381948	382382	+	435	0	0	0	0	0	0
YIL156W-A	IX	47292	47693	+	402	0	0	0	0	0	0
YIL115W-A	IX	144268	144639	+	372	0	0	0	0	0	0
YIL086C	IX	200153	200461	-	309	0	0	0	0	0	0
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	0	0	0	0	0	0
tT(AGU)I2	IX	325748	325820	+	73	0	0	0	0	0	0
YIL146C	IX	74184	75773	-	1590	0	0	0	0	0	0
YIL010W	IX	334882	335529	+	648	0	0	0	0	0	0
YIL117C	IX	140613	141569	-	957	0	0	0	0	0	0
YIL050W	IX	258913	259770	+	858	0	0	0	0	0	0
YIL107C	IX	163278	165761	-	2484	0	0	0	0	0	0
YIL150C	IX	61013	62728	-	1716	0	0	0	0	0	0
YIL165C	IX	33718	34077	-	360	0	0	0	0	0	0
YIL045W	IX	271161	272777	+	1617	0	0	0	0	0	0
YIL126W	IX	117992	122071	+	4080	0	0	0	0	0	0
YIL158W	IX	46201	46815	+	615	0	0	0	0	0	0
YIR018W	IX	384609	385346	+	738	0	0	0	0	0	0
YIR039C	IX	430498	432111	-	1614	0	0	0	0	0	0
YIL082W	IX	205635	206507	+	873	0	0	0	0	0	0
YIL056W	IX	249991	251913	+	1923	0	0	0	0	0	0
YIL161W	IX	39433	40140	+	708	0	0	0	0	0	0
tS(UGA)I	IX	248850	248931	+	82	0	0	0	0	0	0
YIL119C	IX	136654	137877	-	1224	0	0	0	0	0	0
YIL016W	IX	321454	321933	+	480	0	0	0	0	0	0
YIL144W	IX	78074	80149	+	2076	0	0	0	0	0	0
YIL026C	IX	304477	307929	-	3453	0	0	0	0	0	0
tD(GUC)I1	IX	324303	324374	-	72	0	0	0	0	0	0
YIL163C	IX	36899	37252	-	354	0	0	0	0	0	0
YIL139C	IX	87979	88716	-	738	0	0	0	0	0	0
YIL171W	IX	19515	19844	+	330	0	0	0	0	0	0
YIL068C	IX	233057	235474	-	2418	0	0	0	0	0	0
YIL065C	IX	241308	241775	-	468	0	0	0	0	0	0
YIL098C	IX	179772	180239	-	468	0	0	0	0	0	0
YIL141W	IX	85053	85442	+	390	0	0	0	0	0	0
YIL009W	IX	339344	341428	+	2085	0	0	0	0	0	0
YIR021W-A	IX	398514	398726	+	213	0	0	0	0	0	0
YIR020C-B	IX	397215	397949	-	735	0	0	0	0	0	0
YIL044C	IX	272950	273846	-	897	0	0	0	0	0	0
YIR020W-A	IX	394917	395159	+	243	0	0	0	0	0	0
YIR004W	IX	363221	364519	+	1299	0	0	0	0	0	0
YIL092W	IX	189066	190967	+	1902	0	0	0	0	0	0
tD(GUC)I2	IX	336349	336420	-	72	0	0	0	0	0	0
YIL136W	IX	93619	94800	+	1182	0	0	0	0	0	0
YIR022W	IX	398733	399236	+	504	0	0	0	0	0	0
YIL002W-A	IX	350301	350510	+	210	0	0	0	0	0	0
YIL066W-A	IX	237366	237809	+	444	0	0	0	0	0	0
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	0	0	0	0	0	0
YIL123W	IX	128151	129581	+	1431	0	0	0	0	0	0
YIR001C	IX	356143	356895	-	753	0	0	0	0	0	0
YIL153W	IX	55198	56379	+	1182	0	0	0	0	0	0
YIR002C	IX	357415	360396	-	2982	0	0	0	0	0	0
YIL108W	IX	160887	162977	+	2091	0	0	0	0	0	0
YIR023C-A	IX	402383	402706	-	324	0	0	0	0	0	0
YIL067C	IX	235724	237760	-	2037	0	0	0	0	0	0
YIR019C	IX	389572	393675	-	4104	0	0	0	0	0	0
YIL028W	IX	302100	302498	+	399	0	0	0	0	0	0
YIL134W	IX	97395	98330	+	936	0	0	0	0	0	0
YIL159W	IX	41825	45952	+	4128	0	0	0	0	0	0
YIL011W	IX	333727	334536	+	810	0	0	0	0	0	0
YIL110W	IX	156045	157178	+	1134	0	0	0	0	0	0
YIL131C	IX	100781	102235	-	1455	0	0	0	0	0	0
YIL128W	IX	113806	116904	+	3099	0	0	0	0	0	0
YIL064W	IX	241943	242716	+	774	0	0	0	0	0	0
YIL071C	IX	228660	229994	-	1335	0	0	0	0	0	0
YIL147C	IX	69791	73453	-	3663	0	0	0	0	0	0
YIL149C	IX	63028	68067	-	5040	0	0	0	0	0	0
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	0	0	0	0	0	0
YIL005W	IX	345692	347797	+	2106	0	0	0	0	0	0
YIL169C	IX	23119	26106	-	2988	0	0	0	0	0	0
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	0	0	0	0	0	0
YIR014W	IX	381086	381814	+	729	0	0	0	0	0	0
tE(CUC)I	IX	197592	197663	+	72	0	0	0	0	0	0
YIR033W	IX	416124	419465	+	3342	0	0	0	0	0	0
YIL105C	IX	167581	169641	-	2061	0	0	0	0	0	0
YIL057C	IX	247902	248396	-	495	0	0	0	0	0	0
YIL017C	IX	318200	320965	-	2766	0	0	0	0	0	0
YIL132C	IX	99860	100501	-	642	0	0	0	0	0	0
YIL070C	IX	230272	231072	-	801	0	0	0	0	0	0
YIL051C	IX	257843	258280	-	438	0	0	0	0	0	0
YIL118W	IX	139752	140447	+	696	0	0	0	0	0	0
YIL097W	IX	180427	181977	+	1551	0	0	0	0	0	0
YIR034C	IX	419615	420736	-	1122	0	0	0	0	0	0
YIL109C	IX	157385	160165	-	2781	0	0	0	0	0	0
YIL102C-A	IX	173365	173592	-	228	0	0	0	0	0	0
YIL105W-A	IX	167664	167804	+	141	0	0	0	0	0	0
YIL084C	IX	202276	203259	-	984	0	0	0	0	0	0
YIL039W	IX	278426	279847	+	1422	0	0	0	0	0	0
YIR003W	IX	360885	362924	+	2040	0	0	0	0	0	0
YIR031C	IX	413015	414679	-	1665	0	0	0	0	0	0
YIL074C	IX	221081	222490	-	1410	0	0	0	0	0	0
YIL022W	IX	311165	312460	+	1296	0	0	0	0	0	0
YIL030C	IX	296050	300009	-	3960	0	0	0	0	0	0
YIL140W	IX	85366	87837	+	2472	0	0	0	0	0	0
YIL031W	IX	292633	295737	+	3105	0	0	0	0	0	0
YIL014W	IX	326103	327995	+	1893	0	0	0	0	0	0
YIL137C	IX	89948	92788	-	2841	0	0	0	0	0	0
YIR037W	IX	423128	423619	+	492	0	0	0	0	0	0
YIL127C	IX	117024	117644	-	621	0	0	0	0	0	0
YIL143C	IX	80510	83041	-	2532	0	0	0	0	0	0
YIL079C	IX	210923	212005	-	1083	0	0	0	0	0	0
YIR008C	IX	373077	374306	-	1230	0	0	0	0	0	0
YIL040W	IX	277723	278139	+	417	0	0	0	0	0	0
YIL129C	IX	106107	113237	-	7131	0	0	0	0	0	0
YIL100C-A	IX	177343	177681	-	339	0	0	0	0	0	0
YIL124W	IX	126204	127097	+	894	0	0	0	0	0	0
YIL042C	IX	275108	276292	-	1185	0	0	0	0	0	0
YIL115C	IX	144327	148709	-	4383	0	0	0	0	0	0
YIL035C	IX	287790	288908	-	1119	0	0	0	0	0	0
YIL176C	IX	8793	9155	-	363	0	0	0	0	0	0
YIL006W	IX	344062	345183	+	1122	0	0	0	0	0	0
YIL048W	IX	261437	264892	+	3456	0	0	0	0	0	0
YIL066C	IX	238099	240708	-	2610	0	0	0	0	0	0
YIR029W	IX	410807	411838	+	1032	0	0	0	0	0	0
YIR018C-A	IX	385564	385701	-	138	0	0	0	0	0	0
YIL094C	IX	186517	187632	-	1116	0	0	0	0	0	0
YIL103W	IX	171751	173028	+	1278	0	0	0	0	0	0
YIL155C	IX	51759	53708	-	1950	0	0	0	0	0	0
YIL152W	IX	56545	57252	+	708	0	0	0	0	0	0
YIL046W-A	IX	268309	268473	+	165	0	0	0	0	0	0
YIL002C	IX	350591	353431	-	2841	0	0	0	0	0	0
YIR030W-A	IX	412899	413282	+	384	0	0	0	0	0	0
YIL047C-A	IX	265099	265467	-	369	0	0	0	0	0	0
YIL156W	IX	48091	51306	+	3216	0	0	0	0	0	0
YIR012W	IX	378486	379781	+	1296	0	0	0	0	0	0
YIL112W	IX	151595	154846	+	3252	0	0	0	0	0	0
YIL025C	IX	308201	308575	-	375	0	0	0	0	0	0
YIL175W	IX	9183	9500	+	318	0	0	0	0	0	0
YIL100W	IX	177373	177726	+	354	0	0	0	0	0	0
YIR026C	IX	404873	405967	-	1095	0	0	0	0	0	0
YIR025W	IX	403659	404765	+	1107	0	0	0	0	0	0
YIR042C	IX	435273	435983	-	711	0	0	0	0	0	0
YIL075C	IX	217863	220700	-	2838	0	0	0	0	0	0
YIL068W-A	IX	233013	233396	+	384	0	0	0	0	0	0
YIL063C	IX	242761	243744	-	984	0	0	0	0	0	0
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	0	0	0	0	0	0
YIL027C	IX	303679	304104	-	426	0	0	0	0	0	0
YIL085C	IX	200490	202043	-	1554	0	0	0	0	0	0
snR68	IX	97111	97246	+	136	0	0	0	0	0	0
